id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,alcance,internacional
1088,Francisco Pizarro,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1089,Rey Arturo,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1090,Ricardo Corazón de León,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
1091,Luis XIV,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1092,María Antonieta,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1093,Catalina la Grande,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1094,Pedro el Grande,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1095,Mata Hari,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1096,Rasputín,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1098,Ana Bolena,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1099,Enrique VIII,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1100,Juana la Loca,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1101,Carlos V,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1102,Alfonso X el Sabio,Historia,Personaje histórico,Alta,Media,Siglo XX,Nacional,false
1103,Don Pelayo,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1104,El Cid,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1105,Blas de Lezo,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1106,Agustina de Aragón,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1107,Manuel Belgrano,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
1108,Eva Perón,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1109,Rosa Parks,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1110,Valentina Tereshkova,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1111,Yuri Gagarin,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1112,Neil Armstrong,Historia,Personaje histórico,Muy alta,Fácil,Siglo XX,Internacional,true
1113,Buzz Aldrin,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
1115,Alhambra,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1116,Acueducto de Segovia,Lugares,Lugar,Media,Difícil,Siglo XX,Nacional,false
1117,Puerta de Alcalá,Lugares,Lugar,Media,Difícil,Siglo XX,Nacional,false
1118,Museo del Prado,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1120,Berlín,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1121,Atenas,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1122,El Cairo,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1123,Nueva Orleans,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1124,Los Ángeles,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1125,San Francisco,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1126,Río de Janeiro,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1127,Buenos Aires,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1128,Ciudad de México,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1129,La Habana,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1132,Gran Cañón,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1133,Cataratas del Niágara,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1134,Cataratas de Iguazú,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1135,Stonehenge,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1136,Muro de Berlín,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1137,Times Square,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1138,Central Park,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1139,Puente de Brooklyn,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1140,Camp Nou,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1141,Santiago Bernabéu,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1142,Wembley,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1143,Puerta del Sol,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Nacional,false
1144,Plaza Mayor de Madrid,Lugares,Lugar,Media,Difícil,Siglo XX,Nacional,false
1145,Plaza de España,Lugares,Lugar,Media,Difícil,Siglo XX,Nacional,false
1146,Mezquita de Córdoba,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Nacional,false
1147,Catedral de Santiago,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Nacional,false
1148,Catedral de Burgos,Lugares,Lugar,Media,Difícil,Siglo XX,Nacional,false
1149,Guggenheim de Bilbao,Lugares,Lugar,Media,Difícil,Siglo XX,Nacional,false
1150,Teide,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1151,Costa Brava,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,false
1152,Costa del Sol,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,false
1153,Formentera,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1154,Menorca,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1155,Picos de Europa,Lugares,Lugar,Media,Difícil,Siglo XX,Nacional,false
1156,Cabo de Finisterre,Lugares,Lugar,Media,Difícil,Siglo XX,Nacional,false
1157,Algarve,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1158,Lago Ness,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1159,Fiordos noruegos,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1160,Monte Fuji,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1161,Pekín,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1162,Shanghái,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1163,Seúl,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1164,Bangkok,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1166,Sídney,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1167,Auckland,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1168,Ciudad del Cabo,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1169,Dubái,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1170,Estambul,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1171,Praga,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1172,Viena,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1173,Ámsterdam,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1174,Bruselas,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1175,Lisboa,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1176,Dublín,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1177,Edimburgo,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1178,Mónaco,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1179,Córcega,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1180,Malta,Lugares,Lugar,Muy alta,Fácil,Siglo XX,Internacional,true
1181,Sicilia,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1182,Capri,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1183,Santorini,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1184,Mykonos,Lugares,Lugar,Media,Difícil,Siglo XX,Internacional,true
1185,Spotify,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
1186,Microsoft,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
1187,Porsche,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true
1188,Peugeot,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true
1189,Citroën,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true
1190,Ford,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true
1191,Cruzcampo,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
1192,Mahou,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
1193,Estrella Galicia,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
1194,Danone,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
1195,KitKat,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
1196,Kleenex,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1197,Colgate,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1198,Nivea,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1199,Gillette,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1200,Mango,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,false
1201,H&M,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
1202,Decathlon,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1203,Carrefour,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1204,Mercadona,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
1205,El Corte Inglés,Marcas,Empresa,Muy alta,Fácil,Actual,Nacional,false
1206,Wallapop,Marcas,Tecnología,Muy alta,Fácil,Actual,Nacional,false
1207,Vinted,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
1208,TikTok,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
1209,Instagram,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
1210,YouTube,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
1211,WhatsApp,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
1212,Uber,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
1213,Airbnb,Marcas,Tecnología,Muy alta,Fácil,Actual,Internacional,true
1214,Reebok,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
1215,Converse,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
1216,Vans,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
1217,Levi's,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
1218,Ray-Ban,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
1219,Rolex,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
1220,Swatch,Marcas,Moda,Muy alta,Fácil,Actual,Internacional,true
1221,L'Oréal,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1222,Maybelline,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
1223,Pantene,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
1224,Dove,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
1225,Fairy,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1226,Ferrero Rocher,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
1227,Milka,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
1228,Oreo,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
1229,Heineken,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1230,Red Bull,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
1231,Monster,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
1232,Bacardi,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
1233,Schweppes,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
1234,Fanta,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
1235,Sprite,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
1236,Kodak,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
1237,Canon,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1238,Nikon,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
1239,GoPro,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
1240,Dyson,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
1241,Philips,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1242,Bosch,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1243,Siemens,Marcas,Empresa,Media,Difícil,Actual,Internacional,true
1244,Xiaomi,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1245,Huawei,Marcas,Empresa,Muy alta,Fácil,Actual,Internacional,true
1246,Steam,Marcas,Entretenimiento,Media,Difícil,Actual,Internacional,true
1247,Play-Doh,Marcas,Entretenimiento,Muy alta,Fácil,Actual,Internacional,true
1248,Hot Wheels,Marcas,Entretenimiento,Muy alta,Fácil,Actual,Internacional,true
1249,Mattel,Marcas,Entretenimiento,Muy alta,Fácil,Actual,Internacional,true
1250,Animal Crossing,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
1251,Candy Crush,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
1252,Clash Royale,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
1253,Super Mario Bros.,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
1254,The Legend of Zelda,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
1255,Space Invaders,Ocio,Videojuego,Media,Difícil,Actual,Internacional,true
1256,Crash Bandicoot,Ocio,Videojuego,Media,Difícil,Actual,Internacional,true
1257,World of Warcraft,Ocio,Videojuego,Media,Difícil,Actual,Internacional,true
1258,League of Legends,Ocio,Videojuego,Media,Difícil,Actual,Internacional,true
1259,Counter-Strike,Ocio,Videojuego,Media,Difícil,Actual,Internacional,true
1260,Among Us,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
1261,Rocket League,Ocio,Videojuego,Media,Difícil,Actual,Internacional,true
1262,Call of Duty,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
1263,Wii Sports,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
1264,Just Dance,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
1265,Guitar Hero,Ocio,Videojuego,Media,Difícil,Actual,Internacional,true
1266,Cluedo,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1267,Monopoly,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1268,Trivial Pursuit,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1269,Risk,Ocio,Juego de mesa,Media,Difícil,Actual,Internacional,true
1270,Pictionary,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1271,Scrabble,Ocio,Juego de mesa,Media,Difícil,Actual,Internacional,true
1272,Jenga,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1273,Twister,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1274,Operación,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1275,Hundir la flota,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1276,Conecta 4,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1277,Quién es quién,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1278,Simon,Ocio,Juego de mesa,Media,Difícil,Actual,Internacional,true
1279,Cubo de Rubik,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1280,Bingo,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1281,Dominó,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1282,Ajedrez,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1283,Damas,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1284,Parqués,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1285,UNO,Ocio,Juego de mesa,Muy alta,Fácil,Actual,Internacional,true
1286,Tamagotchi,Ocio,Videojuego,Media,Difícil,Actual,Internacional,true
1287,Mario Party,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
1288,Ares,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1289,Apolo,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1290,Artemisa,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1293,Hera,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1294,Deméter,Cultura,Mitología,Media,Difícil,Siglo XX,Internacional,true
1295,Freya,Cultura,Mitología,Media,Difícil,Siglo XX,Internacional,true
1296,Valkiria,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1297,Anubis,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1298,Ra,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1299,Isis,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1300,Osiris,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1301,Bastet,Cultura,Mitología,Media,Difícil,Siglo XX,Internacional,true
1302,Quetzalcóatl,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1303,Cthulhu,Cultura,Mitología,Media,Difícil,Siglo XX,Internacional,true
1304,Yeti,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1305,Bigfoot,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1306,Sirena,Cultura,Mitología,Muy alta,Fácil,Histórica,Internacional,true
1307,Centauro,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1308,Unicornio,Cultura,Mitología,Muy alta,Fácil,Histórica,Internacional,true
1309,Fénix,Cultura,Mitología,Muy alta,Fácil,Histórica,Internacional,true
1310,Dragón,Cultura,Mitología,Muy alta,Fácil,Histórica,Internacional,true
1311,Grifo,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1312,Esfinge,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1313,Kraken,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1314,Hidra,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1315,Cerbero,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1316,Midas,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1317,Narciso,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1318,Ícaro,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1319,Pandora,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1320,Prometeo,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1321,Orfeo,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1322,Eurídice,Cultura,Mitología,Baja,Muy difícil,Siglo XX,Internacional,true
1323,Ulises,Cultura,Mitología,Alta,Media,Siglo XX,Internacional,true
1324,Penélope,Cultura,Mitología,Baja,Muy difícil,Siglo XX,Internacional,true
1325,Circe,Cultura,Mitología,Baja,Muy difícil,Siglo XX,Internacional,true
1326,Olimpo,Cultura,Lugar,Alta,Media,Siglo XX,Internacional,true
1327,Valhalla,Cultura,Lugar,Media,Difícil,Siglo XX,Internacional,true
1328,Atlantis,Cultura,Lugar,Media,Difícil,Siglo XX,Internacional,true
1329,John Wick,Cine y TV,Película,Alta,Media,Actual,Internacional,true
1330,Fast & Furious,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
1332,Paddington,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
1333,Stuart Little,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
1335,Casablanca,Cine y TV,Película,Alta,Media,Actual,Internacional,true
1336,Cinema Paradiso,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
1337,El sexto sentido,Cine y TV,Película,Alta,Media,Actual,Internacional,true
1338,Flash,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
1339,Catwoman,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
1340,Piratas,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
1341,Narnia,Cine y TV,Película,Alta,Media,Actual,Internacional,true
1342,Percy Jackson,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
1343,Conan,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
1344,Los padres de ella,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
1345,El curioso caso de Benjamin Button,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
1346,Sospechosos habituales,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
