id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,alcance,infantil,internacional
1135,Stonehenge,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1136,Muro de Berlín,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1137,Times Square,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1138,Central Park,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1139,Puente de Brooklyn,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1140,Camp Nou,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1141,Santiago Bernabéu,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1142,Wembley,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1143,Puerta del Sol,Lugares,Lugar,Muy alta,Fácil,Histórica,Nacional,false,false
1144,Plaza Mayor de Madrid,Lugares,Lugar,Media,Difícil,Histórica,Nacional,false,false
1145,Plaza de España,Lugares,Lugar,Media,Difícil,Histórica,Nacional,false,false
1146,Mezquita de Córdoba,Lugares,Lugar,Muy alta,Fácil,Histórica,Nacional,false,false
1147,Catedral de Santiago,Lugares,Lugar,Muy alta,Fácil,Histórica,Nacional,false,false
1148,Catedral de Burgos,Lugares,Lugar,Media,Difícil,Histórica,Nacional,false,false
1149,Guggenheim de Bilbao,Lugares,Lugar,Media,Difícil,Histórica,Nacional,false,false
1150,Teide,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1151,Costa Brava,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,false
1152,Costa del Sol,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,false
1153,Formentera,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1154,Menorca,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1155,Picos de Europa,Lugares,Lugar,Media,Difícil,Histórica,Nacional,false,false
1156,Cabo de Finisterre,Lugares,Lugar,Media,Difícil,Histórica,Nacional,false,false
1157,Algarve,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1158,Lago Ness,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1159,Fiordos noruegos,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1160,Monte Fuji,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1161,Pekín,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1162,Shanghái,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1163,Seúl,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1164,Bangkok,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1166,Sídney,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1167,Auckland,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1168,Ciudad del Cabo,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1169,Dubái,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1170,Estambul,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1171,Praga,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1172,Viena,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1173,Ámsterdam,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1174,Bruselas,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1175,Lisboa,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1176,Dublín,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1177,Edimburgo,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1178,Mónaco,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1179,Córcega,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1180,Malta,Lugares,Lugar,Muy alta,Fácil,Histórica,Internacional,false,true
1181,Sicilia,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1182,Capri,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1183,Santorini,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1184,Mykonos,Lugares,Lugar,Media,Difícil,Histórica,Internacional,false,true
1185,Spotify,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,true,true
1186,Microsoft,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1187,Porsche,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1188,Peugeot,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1189,Citroën,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1190,Ford,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1191,Cruzcampo,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
1192,Mahou,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
1193,Estrella Galicia,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
1194,Danone,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1195,KitKat,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1196,Kleenex,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1197,Colgate,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1198,Nivea,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1199,Gillette,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1200,Mango,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,false
1201,H&M,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1202,Decathlon,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1203,Carrefour,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1204,Mercadona,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
1205,El Corte Inglés,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
1206,Wallapop,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
1207,Vinted,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1208,TikTok,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,true,true
1209,Instagram,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1210,YouTube,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,true,true
1211,WhatsApp,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,true,true
1212,Uber,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1213,Airbnb,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1214,Reebok,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1215,Converse,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1216,Vans,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1217,Levi's,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1218,Ray-Ban,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1219,Rolex,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1220,Swatch,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1221,L'Oréal,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1222,Maybelline,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1223,Pantene,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1224,Dove,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1225,Fairy,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1226,Ferrero Rocher,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1227,Milka,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1228,Oreo,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1229,Heineken,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1230,Red Bull,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1231,Monster,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1232,Bacardi,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1233,Schweppes,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1234,Fanta,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1235,Sprite,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1236,Kodak,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1237,Canon,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1238,Nikon,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1239,GoPro,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1240,Dyson,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1241,Philips,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1242,Bosch,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1243,Siemens,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1244,Xiaomi,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1245,Huawei,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
1246,Steam,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
1247,Play-Doh,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,true,true
1248,Hot Wheels,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,true,true
1249,Mattel,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,true,true
1250,Animal Crossing,Videojuegos,Videojuegos,Muy alta,Fácil,Actual,Internacional,true,true
1251,Candy Crush,Videojuegos,Videojuegos,Muy alta,Fácil,Actual,Internacional,true,true
1252,Clash Royale,Videojuegos,Videojuegos,Muy alta,Fácil,Actual,Internacional,true,true
1253,Super Mario Bros.,Videojuegos,Videojuegos,Muy alta,Fácil,Actual,Internacional,true,true
1254,The Legend of Zelda,Videojuegos,Videojuegos,Muy alta,Fácil,Actual,Internacional,false,true
1255,Space Invaders,Videojuegos,Videojuegos,Media,Difícil,Actual,Internacional,false,true
1256,Crash Bandicoot,Videojuegos,Videojuegos,Media,Difícil,Actual,Internacional,false,true
1257,World of Warcraft,Videojuegos,Videojuegos,Media,Difícil,Actual,Internacional,false,true
1258,League of Legends,Videojuegos,Videojuegos,Media,Difícil,Actual,Internacional,false,true
1259,Counter-Strike,Videojuegos,Videojuegos,Media,Difícil,Actual,Internacional,false,true
1260,Among Us,Videojuegos,Videojuegos,Muy alta,Fácil,Actual,Internacional,true,true
1261,Rocket League,Videojuegos,Videojuegos,Media,Difícil,Actual,Internacional,false,true
1262,Call of Duty,Videojuegos,Videojuegos,Muy alta,Fácil,Actual,Internacional,false,true
1263,Wii Sports,Videojuegos,Videojuegos,Muy alta,Fácil,Actual,Internacional,true,true
1264,Just Dance,Videojuegos,Videojuegos,Muy alta,Fácil,Actual,Internacional,true,true
1265,Guitar Hero,Videojuegos,Videojuegos,Media,Difícil,Actual,Internacional,false,true
1266,Cluedo,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1267,Monopoly,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1268,Trivial Pursuit,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1269,Risk,Videojuegos,Juegos de mesa y cartas,Media,Difícil,Actual,Internacional,false,true
1270,Pictionary,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1271,Scrabble,Videojuegos,Juegos de mesa y cartas,Media,Difícil,Actual,Internacional,false,true
1272,Jenga,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1273,Twister,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1274,Operación,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1275,Hundir la flota,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1276,Conecta 4,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1277,Quién es quién,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1278,Simon,Videojuegos,Juegos de mesa y cartas,Media,Difícil,Actual,Internacional,false,true
1279,Cubo de Rubik,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1280,Bingo,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1281,Dominó,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1282,Ajedrez,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1283,Damas,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1284,Parqués,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1285,UNO,Videojuegos,Juegos de mesa y cartas,Muy alta,Fácil,Actual,Internacional,false,true
1286,Tamagotchi,Videojuegos,Videojuegos,Media,Difícil,Actual,Internacional,false,true
1287,Mario Party,Videojuegos,Videojuegos,Muy alta,Fácil,Actual,Internacional,false,true
1288,Ares,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1289,Apolo,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1290,Artemisa,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1293,Hera,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1294,Deméter,Mitología,Mitología,Media,Difícil,Histórica,Internacional,false,true
1295,Freya,Mitología,Mitología,Media,Difícil,Histórica,Internacional,false,true
1296,Valkiria,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1297,Anubis,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1298,Ra,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1299,Isis,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1300,Osiris,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1301,Bastet,Mitología,Mitología,Media,Difícil,Histórica,Internacional,false,true
1302,Quetzalcóatl,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1303,Cthulhu,Mitología,Mitología,Media,Difícil,Histórica,Internacional,false,true
1304,Yeti,Mitología,Mitología,Alta,Media,Histórica,Internacional,true,true
1305,Bigfoot,Mitología,Mitología,Alta,Media,Histórica,Internacional,true,true
1306,Sirena,Mitología,Mitología,Muy alta,Fácil,Histórica,Internacional,true,true
1307,Centauro,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1308,Unicornio,Mitología,Mitología,Muy alta,Fácil,Histórica,Internacional,true,true
1309,Fénix,Mitología,Mitología,Muy alta,Fácil,Histórica,Internacional,true,true
1310,Dragón,Mitología,Mitología,Muy alta,Fácil,Histórica,Internacional,true,true
1311,Grifo,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1312,Esfinge,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1313,Kraken,Mitología,Mitología,Alta,Media,Histórica,Internacional,true,true
1314,Hidra,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1315,Cerbero,Mitología,Mitología,Alta,Media,Histórica,Internacional,true,true
1316,Midas,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1317,Narciso,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1318,Ícaro,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1319,Pandora,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1320,Prometeo,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1321,Orfeo,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1322,Eurídice,Mitología,Mitología,Baja,Muy difícil,Histórica,Internacional,false,true
1323,Ulises,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1324,Penélope,Mitología,Mitología,Baja,Muy difícil,Histórica,Internacional,false,true
1325,Circe,Mitología,Mitología,Baja,Muy difícil,Histórica,Internacional,false,true
1326,Olimpo,Mitología,Mitología,Alta,Media,Histórica,Internacional,false,true
1327,Valhalla,Mitología,Mitología,Media,Difícil,Histórica,Internacional,false,true
1328,Atlantis,Mitología,Mitología,Media,Difícil,Histórica,Internacional,false,true
1329,John Wick,Películas,Película,Alta,Media,Actual,Internacional,false,true
1330,Fast & Furious,Películas,Película,Muy alta,Fácil,Actual,Internacional,false,true
1332,Paddington,Películas,Película,Media,Difícil,Actual,Internacional,false,true
1333,Stuart Little,Películas,Película,Media,Difícil,Actual,Internacional,false,true
1335,Casablanca,Películas,Película,Alta,Media,Actual,Internacional,false,true
1336,Cinema Paradiso,Películas,Película,Media,Difícil,Actual,Internacional,false,true
1337,El sexto sentido,Películas,Película,Alta,Media,Actual,Internacional,false,true
1338,Flash,Películas,Película,Muy alta,Fácil,Actual,Internacional,false,true
1339,Catwoman,Películas,Película,Media,Difícil,Actual,Internacional,false,true
