id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,tipo,infantil
1203,Mango,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1204,H&M,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1205,Decathlon,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1206,Carrefour,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1207,Mercadona,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1208,El Corte Inglés,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1209,Wallapop,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1210,Vinted,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1211,TikTok,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1212,Instagram,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1213,YouTube,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1214,WhatsApp,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1215,Uber,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1216,Airbnb,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1217,Reebok,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1218,Converse,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1219,Vans,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1220,Levi's,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1221,Ray-Ban,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1222,Rolex,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1223,Swatch,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1224,L'Oréal,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1225,Maybelline,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1226,Pantene,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1227,Dove,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1228,Fairy,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1229,Ferrero Rocher,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1230,Milka,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1231,Oreo,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1232,Heineken,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1233,Red Bull,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1234,Monster,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1235,Bacardi,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1236,Schweppes,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1237,Fanta,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1238,Sprite,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1239,Kodak,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1240,Canon,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1241,Nikon,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1242,GoPro,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1243,Dyson,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1244,Philips,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1245,Bosch,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1246,Siemens,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1247,Xiaomi,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1248,Huawei,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1249,Steam,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1250,Play-Doh,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1251,Hot Wheels,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1252,Mattel,Marcas,Marca,Muy alta,Fácil,Actual,Marca,Sí
1253,Animal Crossing,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1254,Candy Crush,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1255,Clash Royale,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1256,Super Mario Bros.,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1257,The Legend of Zelda,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1258,Space Invaders,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1259,Crash Bandicoot,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1260,Tomb Raider,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1261,Resident Evil,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1262,Silent Hill,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1263,Final Fantasy,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1264,World of Warcraft,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1265,League of Legends,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1266,Counter-Strike,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1267,Among Us,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1268,Rocket League,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1269,Overwatch,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1270,Call of Duty,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1271,Battlefield,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1272,Civilization,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1273,Age of Empires,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1274,Dark Souls,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1275,Elden Ring,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1276,God of War,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1277,Halo,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1278,Wii Sports,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1279,Just Dance,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1280,Guitar Hero,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1281,Cluedo,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1282,Monopoly,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1283,Trivial Pursuit,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1284,Risk,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1285,Pictionary,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1286,Scrabble,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1287,Jenga,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1288,Twister,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1289,Operación,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1290,Hundir la flota,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1291,Conecta 4,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1292,Quién es quién,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1293,Simon,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1294,Cubo de Rubik,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1295,Bingo,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1296,Dominó,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1297,Ajedrez,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1298,Damas,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1299,Parqués,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1300,UNO,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1301,Beyblade,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1302,Tamagotchi,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1303,Furby,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1304,Yo-yo,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1305,Canicas,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1306,Comba,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1307,Peonza,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1308,Chapas,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1309,Playmobil,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1310,Scalextric,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1311,Micromachines,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1312,Barbie Dreamhouse,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1313,Mario Party,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1314,Wii Fit,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1315,SingStar,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1316,Buzz! El concurso,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1317,Brain Training,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1318,Wii Sports Resort,Videojuegos y juegos,Juego,Muy alta,Media,Actual,Juego,Sí
1319,Ares,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1320,Apolo,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1321,Artemisa,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1322,Hermes,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1323,Dionisio,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1324,Hera,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1325,Deméter,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1326,Freya,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1327,Valkiria,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1328,Anubis,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1329,Ra,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1330,Isis,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1331,Osiris,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1332,Bastet,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1333,Quetzalcóatl,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1334,Cthulhu,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1335,Yeti,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1336,Bigfoot,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1337,Sirena,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1338,Centauro,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1339,Unicornio,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1340,Fénix,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1341,Dragón,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1342,Grifo,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1343,Esfinge,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1344,Kraken,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1345,Hidra,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1346,Cerbero,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1347,Midas,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1348,Narciso,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1349,Ícaro,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1350,Pandora,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1351,Prometeo,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1352,Orfeo,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1353,Eurídice,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1354,Ulises,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1355,Penélope,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1356,Circe,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1357,Olimpo,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1358,Valhalla,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1359,Atlantis,Mitología,Mitología,Muy alta,Media,Histórica,Personaje,Sí
1360,John Wick,Cine,Película,Muy alta,Media,Actual,Película,Sí
1361,Fast & Furious,Cine,Película,Muy alta,Media,Actual,Película,Sí
1362,Hotel Transylvania,Cine,Película,Muy alta,Media,Actual,Película,Sí
1363,Paddington,Cine,Película,Muy alta,Media,Actual,Película,Sí
1364,Stuart Little,Cine,Película,Muy alta,Media,Actual,Película,Sí
1365,Parque Jurásico,Cine,Película,Muy alta,Media,Actual,Película,Sí
1366,Casablanca,Cine,Película,Muy alta,Media,Actual,Película,Sí
1367,Cinema Paradiso,Cine,Película,Muy alta,Media,Actual,Película,Sí
1368,El sexto sentido,Cine,Película,Muy alta,Media,Actual,Película,Sí
1369,Flash,Cine,Película,Muy alta,Media,Actual,Película,Sí
1370,Catwoman,Cine,Película,Muy alta,Media,Actual,Película,Sí
1371,Piratas,Cine,Película,Muy alta,Media,Actual,Película,Sí
1372,Narnia,Cine,Película,Muy alta,Media,Actual,Película,Sí
1373,Percy Jackson,Cine,Película,Muy alta,Media,Actual,Película,Sí
1374,Conan,Cine,Película,Muy alta,Media,Actual,Película,Sí
1375,Los padres de ella,Cine,Película,Muy alta,Media,Actual,Película,Sí
1376,El curioso caso de Benjamin Button,Cine,Película,Muy alta,Media,Actual,Película,Sí
1377,Sospechosos habituales,Cine,Película,Muy alta,Media,Actual,Película,Sí
1378,American Psycho,Cine,Película,Muy alta,Media,Actual,Película,Sí
1379,Full Metal Jacket,Cine,Película,Muy alta,Media,Actual,Película,Sí
1380,Dunkerque,Cine,Película,Muy alta,Media,Actual,Película,Sí
1381,Dirty Harry,Cine,Película,Muy alta,Media,Actual,Película,Sí
1382,Arma letal,Cine,Película,Muy alta,Media,Actual,Película,Sí
1383,Con Air,Cine,Película,Muy alta,Media,Actual,Película,Sí
1384,Face/Off,Cine,Película,Muy alta,Media,Actual,Película,Sí
1385,Ponyo,Cine,Película,Muy alta,Media,Actual,Película,Sí
1386,Akira,Cine,Película,Muy alta,Media,Actual,Película,Sí
1387,Bleach,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1388,Death Note,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1389,Detective Conan,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1390,Rugrats,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1391,Pato Donald,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1392,Phineas y Ferb,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1393,Hora de aventuras,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1394,Steven Universe,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1395,BoJack Horseman,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1396,Big Mouth,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1397,Águila Roja,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1398,Las chicas del cable,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1399,Policías,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1400,Los misterios de Laura,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1401,Mentes criminales,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1402,Bones,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1403,Buffy,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1404,Sensación de vivir,Cine y TV,Serie,Muy alta,Media,Clásica,Serie,Sí
1405,Obi-Wan Kenobi,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1406,You,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1407,Fargo,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1408,True Detective,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1409,Squid Game,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1410,Alice in Borderland,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1411,La peste,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1412,Cristo y Rey,Cine y TV,Serie,Muy alta,Media,Actual,Serie,Sí
1413,Ringo Starr,Música,Música,Muy alta,Fácil,Actual,Persona,Sí
1414,Bob Dylan,Música,Música,Muy alta,Fácil,Actual,Persona,Sí
1415,Billy Joel,Música,Música,Muy alta,Fácil,Actual,Persona,Sí
1416,Barbra Streisand,Música,Música,Muy alta,Fácil,Actual,Persona,Sí
1417,Ariana Grande,Música,Música,Muy alta,Fácil,Actual,Persona,Sí
1418,Camarón,Música,Música,Muy alta,Difícil,Actual,Grupo,Sí
1419,Mägo de Oz,Música,Música,Muy alta,Fácil,Actual,Persona,Sí
1420,Mediterráneo,Lugares,Lugar,Muy alta,Fácil,Actual,Lugar,Sí
1421,Princesas,Música,Música,Muy alta,Difícil,Actual,Grupo,Sí
1422,Atlético de Madrid,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1423,Athletic Club,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1424,Sevilla FC,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1425,Real Betis,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1426,Manchester United,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1427,Liverpool,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1428,Arsenal,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1429,Chelsea,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1430,Borussia Dortmund,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1431,Juventus,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1432,Inter de Milán,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1433,Paris Saint-Germain,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1434,Boca Juniors,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1435,River Plate,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1436,Argentina,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1437,España,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1438,Italia,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1439,Alemania,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1440,Champions League,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1441,Eurocopa,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1442,Giro de Italia,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1443,Vuelta a España,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1444,Super Bowl,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1445,Wimbledon,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1446,US Open,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1447,Masters de Augusta,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1448,MotoGP,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1449,Rally Dakar,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1450,Triatlón,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1451,Balón de Oro,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1452,Copa Davis,Deportes,Deporte,Muy alta,Fácil,Actual,Evento,Sí
1453,Zipi y Zape,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1454,Lisa Simpson,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1455,Marge Simpson,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1456,Bugs Bunny,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1457,Daffy Duck,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1458,Piolín,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1459,Shaggy,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1460,Donkey Kong,Videojuegos,Videojuego,Muy alta,Fácil,Actual,Juego,Sí
1461,Geralt de Rivia,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1462,Aragorn,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1463,Legolas,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1464,Voldemort,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1465,Draco Malfoy,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1466,Viuda Negra,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1467,Hawkeye,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1468,Nemo,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1469,Dory,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1470,Elsa,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1471,Anna,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1472,Genio,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1473,Úrsula,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1474,Bestia,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1475,Burro,Naturaleza,Animal,Muy alta,Difícil,Actual,Concepto,Sí
1476,Mr. Bean,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1477,Saul Goodman,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1478,Eleven,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1479,Daenerys Targaryen,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1480,Tyrion Lannister,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1481,Doctor Watson,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1482,Freddy Krueger,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1483,Mandaloriano,Personajes,Personaje,Muy alta,Fácil,Actual,Personaje,Sí
1484,Hamlet,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1485,Otelo,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1486,Moby Dick,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1487,Scrooge,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1488,Lazarillo de Tormes,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1489,Hansel y Gretel,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1490,Pulgarcito,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1491,Alí Babá,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1492,Las mil y una noches,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1493,Huckleberry Finn,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1494,El retrato de Dorian Gray,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1495,Rebelión en la granja,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1496,Los pilares de la Tierra,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1497,Spirou,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1498,Calvin y Hobbes,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1499,Sandman,Literatura,Literatura,Muy alta,Difícil,Actual,Obra,Sí
1500,Velázquez,Arte,Arte,Muy alta,Media,Histórica,Persona,Sí
1501,Goya,Arte,Arte,Muy alta,Media,Histórica,Persona,Sí
1502,Picasso,Arte,Arte,Muy alta,Media,Actual,Persona,Sí
1503,Miró,Arte,Arte,Muy alta,Media,Actual,Persona,Sí
1504,Zurbarán,Arte,Arte,Muy alta,Media,Actual,Persona,Sí
1505,Van Gogh,Arte,Arte,Muy alta,Media,Actual,Persona,Sí
1506,Manet,Arte,Arte,Muy alta,Media,Actual,Persona,Sí
1507,Renoir,Arte,Arte,Muy alta,Media,Actual,Persona,Sí
1508,Cézanne,Arte,Arte,Muy alta,Media,Actual,Persona,Sí
1509,Munch,Arte,Arte,Muy alta,Media,Actual,Persona,Sí
1510,Warhol,Arte,Arte,Muy alta,Media,Actual,Persona,Sí
1511,Diego Rivera,Arte,Arte,Muy alta,Media,Actual,Persona,Sí
1512,El jardín de las delicias,Arte,Arte,Muy alta,Difícil,Actual,Obra,Sí
1513,La libertad guiando al pueblo,Arte,Arte,Muy alta,Difícil,Actual,Obra,Sí
1514,El beso,Arte,Arte,Muy alta,Difícil,Actual,Obra,Sí
1515,"Impresión, sol naciente",Arte,Arte,Muy alta,Difícil,Actual,Obra,Sí
